Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
Paraguay,PRY,"4,56",,,,"2,957151735","99,331532","5861,38972","12,4","70,607","1,0356",..,,,"6,33"
West Bank and Gaza,PSE,23,"83,7225","93,222","46,58375168","3,721299671","99,9","3272,15432","19,6","74,503","14,5945","8,755208",,,"4,57"
Pacific island small states,PSS,"3,005226328",,"85,8535","18,7965107","3,576382814","78,6828933","3723,87521","17,2","75,692","2,7365","86,39333",,,
Post-demographic dividend,PST,"6,866095462","89,8695","95,9366","77,59281921","2,136790582","99,9432356","40641,1629",13,"76,646","4,4373","23,66079",,,
French Polynesia,PYF,"12,087",,,,"1,803340815",100,"18252,5141","42,4","68,782","11,0602","1999,461",,,
Qatar,QAT,"0,17",,"91,7374","15,93398952","4,753345724",100,"66984,9102","5,3","76,912",..,..,,,"3,18"
Romania,ROU,"6,81","84,5444","86,278","49,35689926","3,16050387","98,7613602","8976,95524","26,1","64,06","0,7079",..,10770,,"6,68"
Russian Federation,RUS,"5,57",,"95,6659","85,2701416","-1,972719226","95,5","9313,02148",56,"61,086","0,1257","1,633333",85262,,"3,31"
Rwanda,RWA,"11,828","28,1042",,"7,255529881","8,85684723","22,8","733,82285","9,4","71,1895122","4,2315","16,53176",,,"3,07"
South Asia,SAS,"7,096895992","58,3051","87,468","22,29655075","7,336072152","86,7848237","1523,38334","7,6","79,223","21,9145","1696,364",,,
Saudi Arabia,SAU,"5,6",,"97,2826","60,64244843","4,690145073",100,"20442,3661","4,5","80,95609756","6,1594","5,627586",,,"1,93"
Sudan,SDN,"17,444",,"56,9748","17,2059803","1,910176891","48,0156898","2226,40942","6,8","78,6902439","15,5600","15,76991",,,"2,37"
Senegal,SEN,"6,76",,"73,848","10,92908001","6,367043651","60,5","1238,1264","8,9","77,483","1,9564","3,969631",,,"6,08"
Singapore,SGP,"3,79",,,,"2,976799316",100,"55645,6069","19,2","70,475","3,1745","337,4541",,,"6,14"
Solomon Islands,SLB,"0,733",,"70,5923",,"1,676146156","55,1","2134,80542","27,3","69,513","0,4858",..,,,
Sierra Leone,SLE,"4,437","32,509","95,1191",,"-20,49107411","19,658617","581,293412","19,1","73,006","5,3432","2,810075",,,"4,55"
El Salvador,SLV,4,"65,1632","85,7925","27,2137394","2,400000089","95,4","3761,51368","21,9","73,876","2,1858","22,77614",,,"6,64"
San Marino,SMR,,,,"61,61948776","2,291505561",100,"42281,8113",..,"79,01707317",..,..,,,
Somalia,SOM,"18,877",,,,"15,04994147","51,2413673","387,607994","18,4","74,406",..,"35,86207",,,
Serbia,SRB,"17,66","93,7818","96,3023","57,93732071","1,806059265","99,9","5588,97944","60,8","65,873","0,4752","169,7619",3809,,"6,71"
Sub-Saharan Africa (excluding high income),SSA,"5,805729466","34,8015",,"8,998990059","2,871362063","39,1064586","1680,14351","68,2","61,208","0,3051","1,9601",,,
South Sudan,SSD,"12,29","5,48403","35,2072",,"-10,79336463","4,80950117","1071,77776","60,5","59,591","0,8470","27,69168",,,
Sub-Saharan Africa,SSF,"5,805729466","34,8044",,"8,99930954","2,872433888","39,1120982","1681,36733","69,86919","61,85645814","0,9604","4,792427",,,
Small states,SST,"9,344714144","57,5948","85,5572","19,63249969","2,650339177","77,0907485","11583,9809","109,1854","56,19587235","0,4756","1,615231",,,
Sao Tome and Principe,STP,"13,78","65,2334","87,9481","12,8975296","3,911337989","67,3061829","1571,49854","38,76195","70,75822223","4,4505","181,0166",,,
Suriname,SUR,"7,22","57,7898","87,9883",,"-3,411096013","94,9835281","8907,83813","19,2027","72,61026362","5,4376","0,943515",,,"6,77"
Slovak Republic,SVK,"11,48","84,7564","82,5732","52,72066879","5,167181606",100,"16390,8822","5,809813","76,57187776","6,2441","12,98923","3626,369",,"7,29"
Slovenia,SVN,"8,96","96,428","98,0298","82,19978333","2,210081607",100,"20890,1664","40,76748","69,87426237","2,1597","15,28635","1209,044",,"7,57"
Sweden,SWE,"7,43","99,6416","99,3798","66,42832184","4,489281588",100,"51545,4836",17,"75,94881673","5,8881","12,16022",9716,,"9,45"
Eswatini,SWZ,"23,317","41,7","84,1684",,"2,227480675","64,1244125","3583,31129","17,88704","75,12303517","5,4904","12,5276",,,"3,09"
Sint Maarten (Dutch part),SXM,,,,"4,194590092","0,4",100,"32274,8906","17,84976","75,15214647","5,5465","12,52455",,,
Seychelles,SYC,,"78,1914","94,6472","12,68848991","4,194586924",100,"14894,4858","3,869682","81,57128882","6,6459","15,9213",,,
Syrian Arab Republic,SYR,"8,721",,,"51,16595078","-4,179791613","90,0257568","857,497868","9,5","77,23132323","6,6885","6,781944",,,"1,43"
Turks and Caicos Islands,TCA,,,,"12,51640987","11,31483413",100,"25783,2941","13,90571","72,58773076","6,9945","5,59939",,,
Chad,TCD,"1,072","18,4414","79,0966","3,334510088","2,767675685","7,7","774,411603","13,21925","73,13988545","6,8739","5,796559",,,"1,5"
East Asia & Pacific (IDA & IBRD countries),TEA,"4,136944998","78,3965","95,9084","42,1457901","6,688999059","97,343597","6574,57347","4,28078","80,56843942","6,5171","14,16994",,,
Europe & Central Asia (IDA & IBRD countries),TEC,"7,576477462","89,2609","93,85","67,02793121","1,48668376","98,3330659","7995,18856","87,47315","61,01430907","0,9518","4,43243",,,
Togo,TGO,"2,2",,"91,9739","11,03913021","5,742868453","44,7450905","760,242912","78,48787","61,61254773","0,2676","2,777603",,,"3,41"
Thailand,THA,"0,6","77,2707",,,"3,134047249","99,6","5708,79415","5,5","80,48403238","10,2033","8,619638",3742,,"5,09"
Tajikistan,TJK,"7,552",,"96,7578","26,46244049","6,019303318",98,"970,3626","26,66923","73,15076692","4,2522","9,260704",597,,"1,95"
Turkmenistan,TKM,"4,114",,,,"6,49999991",100,"6208,29665","46,9231","70,52487096","3,3037","8,936045",6230,,"1,83"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"6,719821791","76,6529","93,4632","48,16336823","0,479727353","97,237691","8505,15322","91,54764","60,36020678","0,8067","16,51557",,,
Timor-Leste,TLS,"4,451","52,6427","92,2338",,"2,763219267","67,2815339","1322,30089","70,80928","63,95788921","0,3415","4,803636",,,"7,24"
Middle East & North Africa (IDA & IBRD countries),TMN,"11,83175768","68,292","92,6883","38,03126144","0,712416873","95,882517","3811,77354","77,9273","62,75489676","0,4971","7,655126",,,
Tonga,TON,"1,941","82,0747","85,9415",,"1,171888256",100,"4117,93037","12,2181","76,01296843","6,3158","5,762349",,,
South Asia (IDA & IBRD),TSA,"7,096895992","58,3051","87,468","22,29655075","7,336072152","86,7848237","1523,38334","18,4","74,61196958","2,8174","2,527544",,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"5,805729466","34,8044",,"8,99930954","2,872433888","39,1120982","1681,36733","18,60905","74,47226527","2,6146","2,398374",,,
Trinidad and Tobago,TTO,"2,43",,,,"-0,755621967",100,"18389,531","18,51611","74,52116454","2,8381","2,47865",,,"7,1"
Tunisia,TUN,"15,16",,,"33,05807877","0,967703108","99,9","3960,92485","73,62715","63,49578313","0,3011","4,344956",2244,,"6,72"
Turkiye,TUR,"10,24","86,6442","94,6319","95,56450653","6,084486904",100,"10851,9201","47,2172","70,44060366","3,2469","9,280448",10131,,"5,12"
Tuvalu,TUV,,"69,7301","81,2877",,"10,41666667","98,1237717","3384,38253","80,8","61,69951841","0,2485","4,060361",,,
Tanzania,TZA,"2,144",,,"4,155889988","6,160628774","26,2212181","929,107239","52,8","67,99316574","1,5555","18,10431",,,"5,58"
Uganda,UGA,"2,749",,,"4,915594101","5,187859862","18,5","864,180059","25,2","72,88951608","5,5691","115,7129",,,"5,22"
Ukraine,UKR,"9,14",,,"76,86466217","-9,772987213",100,"2124,6626","27,1332","71,98618912","3,5696","105,5289","20975,23",,"5,7"
Upper middle income,UMC,"5,569862715","82,7225","95,405","47,39624023","4,33198893","98,7405475","7664,04541","27,2712","71,95855147","3,6104","105,7805",,,
Uruguay,URY,"7,49","81,6069","99,4533","57,78971863","0,370741258","99,70948","16950,7534","40,59144","71,3525608","3,5597","9,709758",1498,,"8,17"
United States,USA,"5,28","91,2716","93,8973","88,88941193","2,706369582",100,"56762,7295","6,7","79,00364571","15,5662","8,470821",151735,,"8,05"
Uzbekistan,UZB,"5,15","88,7414","94,4459","8,270536423","7,218773508","99,8920898","2753,97106",..,..,..,..,4238,,"1,95"
St. Vincent and the Grenadines,VCT,"18,969","84,8251","93,1951","23,5599308","2,785222668","99,4482651","7386,73748","7,744703","79,79076496","9,0503","7,884803",,,
"Venezuela, RB",VEN,"6,077","74,5532","90,6986",,,100,,"53,8334","67,28883688","6,2342","1,353003",,,5
British Virgin Islands,VGB,,"79,9816",,"43,11782837",,100,,"25,48662","68,56220876","1,0938",..,,,
Virgin Islands (U.S.),VIR,"12,258",,,,"-0,425079702",100,"34007,3529","5,153996","80,38202542","10,0401","9,132721",,,
Viet Nam,VNM,"1,85",,,"31,08920479","6,987166724","99,2542114","2595,23498","90,18592","59,11937126","0,4943","4,075069",3186,,"3,53"
Vanuatu,VUT,"1,855","48,9445","79,8411",,"0,366522075","52,2605629","2643,88689","47,39143","68,3472918","5,7695","1,152979",,,
World,WLD,"6,010887722","65,7134","89,1697","36,63703918","3,08293693","87,0252413","10156,9535","49,2","69,14378351","1,3710","46,58193",,,
Samoa,WSM,"8,763","85,5076","95,934",,"3,850361817","98,155426","4048,46706","49,25846","69,14378351","1,3710","46,58193",,,
Kosovo,XKX,,,,,"5,916270444",,"3520,78042","86,7","59,5629817","0,7640","3,239367",,,
"Yemen, Rep.",YEM,"13,783",,,,"-27,99454625","67,4148865","1488,41627","86,63977","59,56161718","0,7636","3,239367",,,"2,24"
South Africa,ZAF,"22,87","90,544","84,3548","18,85560989","1,321862237","85,3","6204,9299","86,63651","59,5629817","0,7640","3,239367",20953,,"7,56"
Zambia,ZMB,"8,28",,,,"2,920375112","31,1","1307,90965","14,2","74,99509383","5,7328","5,938512",,,"6,28"
Zimbabwe,ZWE,"5,282",,,"10,60087013","2,023649996","33,7","1410,32917","43,2","72,09521828","4,6008","9,00101",,,"3,05"
