Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
Post-demographic dividend,PST,"5,290255852","90,7899","96,2205","78,48943329","2,259667856","99,9822811","45386,7472","10,7","77,563","5,0008","26,91347",,3589262,
French Polynesia,PYF,"12,081",,,,"1,737094719",100,"20614,8944","43,2","68,796","10,4397","1913,167",,-952,
Qatar,QAT,"0,11",,"94,0943","17,44582939","1,234872202",100,"66264,0812","4,9","76,443",..,..,,11662,"3,19"
Romania,ROU,"4,19",,,"51,99435043","6,029019041","99,8226547","12494,4246","23,6","64,212","0,8099",..,10765,-57865,"6,38"
Russian Federation,RUS,"4,85",,,"83,6627121","2,80724541",100,"11287,3545","47,7","62,714","0,1413","1,633333",85626,336527,"2,94"
Rwanda,RWA,"12,1","35,8714","94,7898","6,491630077","8,539836454","37,9568329","768,96413","8,7","71,58268","4,1599","19,42831",,-10794,"3,35"
South Asia,SAS,"6,950700159","60,5279","87,7623","23,50827026","6,334238373","94,6197221","1920,20841",7,"79,627","19,0610","1667,333",,-2409118,
Saudi Arabia,SAU,"6,03","96,3605","94,5456",,"2,762243738","99,89","24175,5831","4,4","81,2561","5,4251","5,806207",2939,253245,"1,93"
Sudan,SDN,"17,572",,,,"-2,68093055","55,3390274","769,869141","6,5","78,63902","15,2225","15,76991",2747,74198,"2,15"
Senegal,SEN,"3,57",,,"13,05908012","6,209241034",66,"1484,22707","7,3","77,611","1,9100","3,969631",,-19973,"6,15"
Singapore,SGP,"3,641",,,"88,88645172","3,57543271",100,"66836,5385","16,2","71,149","3,4203","360,4896",,35726,"6,38"
Solomon Islands,SLB,"0,714",,"67,4726",,"2,745995423","65,786087","2450,48293","25,3","69,795","0,5970",..,,-1603,
Sierra Leone,SLE,"3,19","41,7668",,,"3,47290262","26,1","519,649984","24,2","71,979","4,3640","2,810075",,-2741,"4,66"
El Salvador,SLV,"4,01","61,8309","80,9954","28,03388023","2,412444224",97,"4145,86235","21,3","73,976","3,0147","22,77614",,-54158,"5,96"
San Marino,SMR,,"66,5435",,"43,52178955","1,493905318",100,"48464,5246",..,"79,51951",..,..,,137,
Somalia,SOM,"18,87",,,,"7,530969253","50,7300186","379,986003","16,5","74,793",..,"36,90887",,40844,
Serbia,SRB,"12,73","92,0654","94,551","66,0524826","4,495121293","99,9919052","7252,40367","61,7","64,575","0,3686","169,7619","3724,468",3346,"6,41"
Sub-Saharan Africa (excluding high income),SSA,"5,915200842","35,5815",,"9,245360374","2,646952815","46,3399864","1622,83477","64,2","62,342","0,4405","1,9601",,-622269,
South Sudan,SSD,"12,229",,,"1,002173305",,"6,28616858",,"53,7","61,414","0,7354","30,76168",,-297041,
Sub-Saharan Africa,SSF,"5,915200842","35,5843",,"9,245750427","2,647860495","46,3447395","1624,14453","62,85719","63,36586","0,9215","4,917538",,-621993,
Small states,SST,"8,459081881",,"85,6854","20,18260002","2,076915387","80,8243126","12810,4062","102,0141","57,18914","0,4758","1,687728",,61693,
Sao Tome and Principe,STP,"13,998",,,,"2,945268909",71,"1950,62935","36,40498","71,63302","4,2223","195,9905",,-1758,
Suriname,SUR,"7,932",,"86,0253",,"4,948270766","97,4","6730,83678","17,8781","72,58369","5,1259","1,083723",,-862,"6,98"
Slovak Republic,SVK,"6,54",,,"47,81383133","4,030389714",100,"19486,3937","5,055565","76,97682","6,6165","12,86289","3626,611",3752,"7,1"
Slovenia,SVN,"5,11",,,"77,3015976","4,454365747",100,"26123,7471","35,8621","70,79771","2,2410","15,67854",1209,7559,"7,5"
Sweden,SWE,"6,36",,,"73,4083786","1,950022846",100,"54589,0604","15,2","76,59417","6,1661","12,31902",9708,81492,"9,39"
Eswatini,SWZ,"22,756",,,,"2,380095476","73,961113","4021,44556","16,05336","75,80143","5,8317","12,68442",,-9956,"3,03"
Sint Maarten (Dutch part),SXM,,,,,"-6,59999774",100,"28988,2592","16,02616","75,83569","5,8797","12,68258",,640,
Seychelles,SYC,,"80,0612","92,2101","14,30937958","3,709434312",100,"16409,4711","3,777427","82,05155","6,4393","15,31943",,276,
Syrian Arab Republic,SYR,"8,746",,,,"1,393176078",86,"1111,87209","8,4","77,91145","6,7241","6,938482",,513647,"1,43"
Turks and Caicos Islands,TCA,,,,"11,36450005","5,610956374",100,"26831,9715","12,24189","73,60953","7,3190","5,931123",,1403,
Chad,TCD,"1,13",,,,"2,3740378","10,0588064","720,265101","11,55373","74,05322","7,2168","6,10191",,46664,"1,61"
East Asia & Pacific (IDA & IBRD countries),TEA,"3,824279814","78,3116",,"45,74940109","6,525444959","98,0509929","8032,84451","4,048912","81,02873","6,4159","13,73243",,-453509,
Europe & Central Asia (IDA & IBRD countries),TEC,"6,644558716","88,4346","92,1526","72,86206818","3,678386462","99,9420337","8869,05583","81,50176","61,97135","0,9251","4,464776",,-314596,
Togo,TGO,"3,723",,"90,731","13,09813976","5,138472308",50,"873,555156","71,06839","62,94758","0,2799","2,817391",,-1997,"3,1"
Thailand,THA,"0,77",,,"48,70307159","4,222870287","99,82","7124,55887","5,2","80,76905","9,9239","8,597892",,9304,"4,63"
Tajikistan,TJK,"7,001",,,,"7,6","99,3","850,666958","23,48982","73,93371","4,4233","9,478428",620,-10135,"1,93"
Turkmenistan,TKM,"4,196",,,,"6,199999941",100,"6721,34954","43,46836","71,32246","3,4164","9,113392",7680,-9614,"1,72"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"8,042457289","77,432","93,7523","52,21374893","1,733669098","97,7102589","8759,32482","85,34745","61,07732","0,8412","16,56333",,-335008,
Timor-Leste,TLS,"4,718","62,7356","92,3095",,"-0,69025653","85,1562805","1239,36609","64,37503","65,27719","0,4011","4,812109",,-5352,"7,19"
Middle East & North Africa (IDA & IBRD countries),TMN,"11,56204705","70,25","93,3991","38,21260071","1,685163324","95,4623763","3513,83379","71,51225","63,88195","0,5473","7,673164",,50634,
Tonga,TON,"2,25",,,,"0,24122796","99,0059814","4649,61351","10,60094","76,77063","6,5951","5,824028",,-2023,
South Asia (IDA & IBRD),TSA,"6,950700159","60,5279","87,7623","23,50827026","6,334238373","94,6197221","1920,20841","17,3","74,8515","2,5539","2,631411",,-2409118,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"5,915200842","35,5843",,"9,245750427","2,647860495","46,3447395","1624,14453","17,20224","74,77198","2,3849","2,519367",,-621993,
Trinidad and Tobago,TTO,"3,405",,,,"-0,87096788",100,"16164,1613","17,4701","74,77649","2,5693","2,582857",,35502,"7,16"
Tunisia,TUN,"15,46",,,"31,14035034","2,624828318","99,8","3577,16946","66,85322","64,8185","0,3511","4,370406",,-21013,"6,41"
Turkiye,TUR,"10,89",,,"115,4624634","2,979885258",100,"9400,83634","43,70878","71,25203","3,3675","9,471705",,-261813,"4,37"
Tuvalu,TUV,,"66,7279",,,"1,387250737","98,9669113","4419,25632","73,6","62,9952","0,2903","4,13763",,-57,
Tanzania,TZA,"2,203","26,5478","81,3292",,"5,457582904","34,9296112","1011,59967","47,9","68,93249","1,6832","18,4584",,-56813,"5,41"
Uganda,UGA,"3,571",,,,"6,303923781","41,92","793,128082","23,1","73,81152","5,3764","123,0256",,60723,"5,2"
Ukraine,UKR,"8,8",,,"81,49466705","3,48836234",100,"3096,5625","25,04459","72,98437","3,6390","112,7642",,-33273,"5,69"
Upper middle income,UMC,"5,665669682","82,2414","95,4726","52,55593109","4,952909683","99,1538495","8895,01022","25,18385","72,96339","3,6812","113,0382",,422178,
Uruguay,URY,"8,34",,,"60,27812958","0,156000001","99,8","19026,0496","37,3661","72,15487","3,7040","9,914469",,-2963,"8,38"
United States,USA,"3,9",,,"88,29917908","2,945384831",100,"62823,3094","6,4","78,96578","15,2620","8,480048",,1200796,"7,96"
Uzbekistan,UZB,"5,856",,"94,597","10,1563282","5,879742873","99,9921875","1604,25864",..,..,..,..,,-60066,"2,01"
St. Vincent and the Grenadines,VCT,"19,02","89,472",,,"3,175375013",100,"8399,69397","7,123454","80,00904","8,8363","7,955174",,-807,
"Venezuela, RB",VEN,"5,02",,,,,"99,8781967",,"48,482","68,49629","6,0616","1,347559",,-1356759,"3,16"
British Virgin Islands,VGB,,,,"17,11755943",,100,,"24,59047","69,21375","1,1534",..,,221,
Virgin Islands (U.S.),VIR,"12,245",,,,"1,904761905",100,"36653,863","4,909","80,67113","9,8027","9,124071",,-458,
Viet Nam,VNM,"1,16",,,,"7,464991257",100,"3267,22501","83,19898","60,35484","0,5118","4,098549",,-3080,"3,08"
Vanuatu,VUT,"1,784",,,,"2,900230273","61,5989914","3076,83531","43,1215","69,26893","5,5970","1,207072",,-403,
World,WLD,"5,699075945","66,2718","89,4124","37,93632889","3,288049781","89,8937326","11290,1","42,5","70,25348","1,5170","46,37206",,0,
Samoa,WSM,"9,472",,"94,4131","13,56422901","-0,6096471","99,8192749","4189,05222","42,50548","70,25348","1,5170","46,37206",,-2739,
Kosovo,XKX,,,,,"3,406631008",,"4384,1904","79,6","60,86303","0,7409","3,338759",,-34137,
"Yemen, Rep.",YEM,"13,076",,,,"0,752447588",62,"701,714878","79,47456","60,86197","0,7404","3,338759",,-39699,"1,95"
South Africa,ZAF,"24,22",,,"23,38998032","1,522329387","84,7","7048,50811","79,47167","60,86303","0,7409","3,338759",,27265,"7,24"
Zambia,ZMB,"5,03",,,,"4,034493897","40,2293396","1475,19984","12,6","75,7267","5,9440","6,076113",,18019,"5,61"
Zimbabwe,ZWE,"6,784",,,"8,4251194","5,009866783","45,4002876","2269,17701",40,"72,78409","4,6413","9,137864",,-59918,"3,16"
