Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
Papua New Guinea,PNG,"2,694","8,095325","18,412625",,"-3,16738118","20,4961185","2446,08441","22,8","72,14","1,2148","195,7992",,10695,"6,1"
Poland,POL,"3,16","70,049525","23,9462","70,97303772","-2,02011622",100,"15816,8204","32,5","67,994","0,9775","16,70659",18611,-779,"6,85"
Pre-demographic dividend,PRE,"6,121677065","34,101325","19,1619","8,938309669","-2,51458819","48,3825863","1329,36845",49,"66,408","0,2339","6,171429",,57214,
Puerto Rico,PRI,"8,89","39,311275","39,2941",,"-4,20280672",100,"31427,4291","8,6","79,274","3,7143","25,52537",,-7408,
"Korea, Dem. People's Rep.",PRK,"3,064",0,0,,,"50,5202942",,"52,2","68,475","0,3432","14,26659",,-1589,"1,08"
Portugal,PRT,"6,8","70,548975","72,9388","67,79801941","-8,30051604",100,"22242,4064","64,6","61,035","0,2861","1,93913","2526,149",40535,"7,9"
Paraguay,PRY,"7,55",0,0,,"-0,81978539","99,7","5353,34804","11,4","70,928","1,1220",..,,-8230,"6,18"
West Bank and Gaza,PSE,"25,89","85,833275","94,293","44,84114075","-11,3184661",100,"3233,56864","16,8","74,406","10,1571","8,755208",,-12369,"3,83"
Pacific island small states,PSS,"3,285646308",0,"42,43555","21,64126015","-10,2805044","86,4295282","3713,50694","16,6","75,292","2,4086","92,10965",,-11924,
Post-demographic dividend,PST,"6,70270705","90,484225","96,187","79,98339081","-4,42008984","99,9974572","44494,6457","9,5","75,85","4,8423","27,1073",,2267432,
French Polynesia,PYF,"13,67",0,0,,"-6,99999135",100,"18984,6174","42,2","68,687","10,1841","1867,972",,-378,
Qatar,QAT,"0,14",0,"93,10135","23,76491928","-3,64044981",100,"52315,6601","4,6","75,001",..,..,,-163999,"3,24"
Romania,ROU,"5,03","62,53945","63,153075","53,47879028","-3,67751079","99,9952164","13047,4577","21,9","64,382","0,5963",..,10769,-12724,"6,4"
Russian Federation,RUS,"5,59","22,669725","71,874075",,"-2,6536545","99,8977814","10194,4414","43,7","62,851","0,1278","1,633333",85555,340711,"3,31"
Rwanda,RWA,"13,01","23,027975","72,640475","7,24450016","-3,37398633","45,1901093","773,820557","8,4","71,18512","3,7538","17,16697",,-1579,"3,1"
South Asia,SAS,"9,253801146","59,429325","87,677675","25,02907944","-4,66148641","96,1949615","1853,89309","6,6","78,946","20,2523","1587,333",,-302152,
Saudi Arabia,SAU,"7,45","69,159825","95,902475",,"-4,34138768","99,99","20398,061","4,3","80,35122","4,6011","5,806207",,-1025295,"2,08"
Sudan,SDN,"19,292",0,"44,038875",,"-3,62980082","59,6956978","608,33252","6,3","76,98049","13,0328","15,76991",2747,86,"2,54"
Senegal,SEN,"3,509","9,41715","55,69075","14,22854042","1,342073773","64,3","1492,4759","6,3","78,43","1,8997","3,969631",,-10090,"5,67"
Singapore,SGP,"4,1","49,8291","49,84115","93,13477325","-3,9010534",100,"61274,0065","14,7","70,331","3,3763","360,4896",,21324,"6,03"
Solomon Islands,SLB,"0,892",0,"69,997175",,"-3,38111605","72,8979263","2222,46214",24,"70,299","0,3892",..,,-808,
Sierra Leone,SLE,"3,572","28,1518","48,307725",,"-1,96848689","26,3106842","493,432252","24,2","71,095","2,5450","2,810075",,1292,"4,86"
El Salvador,SLV,"5,02","62,786975","82,8691","30,81921005","-7,87838378","99,7225418","3961,72663","20,9","75,378","3,6764","22,77614",,-25214,"5,9"
San Marino,SMR,,"16,635875",0,"53,75","-6,64791082",100,"45321,4892",..,"79,81951",..,..,,-138,
Somalia,SOM,"19,567",0,0,,"2,489374346","49,8635635","416,217775","15,3","74,403",..,"43,39901",,-11383,
Serbia,SRB,"9,01","92,85445","95,440225","66,88448334","-0,9032185",100,"7733,80349","59,7","64,65","0,3085","169,7619","3333,422",243,"6,22"
Sub-Saharan Africa (excluding high income),SSA,"6,627844888","35,18455",0,"9,561389923","-1,99856625","48,4774311","1487,89477","59,7","62,38","0,4019","1,9601",,-148862,
South Sudan,SSD,"13,745","1,3710075","8,8018",,,"7,26093388",,"51,8","61,124","0,5305","30,76168",,-74415,
Sub-Saharan Africa,SSF,"6,627844888","35,18745",0,"9,561610222","-2,00443452","48,4818374","1488,7955","59,08731","63,31386","0,7954","4,954675",,-148716,
Small states,SST,"9,475534561","43,40165","64,26635","21,11805916","-5,63622447","82,3692554","10702,886","96,92831","57,22637","0,4632","1,69761",,-220115,
Sao Tome and Principe,STP,"15,443","16,30835","45,2561",,"3,024568211","76,8136063","2161,3102","34,80946","70,92336","3,9291","216,4597",,0,
Suriname,SUR,"9,524","14,44745","87,3069",,"-15,9751964","98,4032898","4796,53331","16,98097","72,5792","4,4027","1,083723",,-313,"6,82"
Slovak Republic,SVK,"6,69","63,636575","61,962625","48,37900162","-3,33624467",100,"19551,6212","4,759367","76,08772","5,8572","11,87369","3626,856",1746,"6,97"
Slovenia,SVN,"4,97","71,89345","73,602925","75,81668091","-4,3213699",100,"25545,241","33,15012","70,02999","2,0164","15,62929",1209,7681,"7,54"
Sweden,SWE,"8,29","49,67625","74,47745","79,11963654","-2,17021318",100,"52837,904","14,8","76,76194","6,2219","11,97009",9711,81066,"9,26"
Eswatini,SWZ,"25,08","10,425","62,73615",,"-1,55964259","79,9933624","3372,90464","15,67298","75,93602","5,9822","12,33278",,-4897,"3,08"
Sint Maarten (Dutch part),SXM,,0,0,,"-16,5",100,"29314,0943","15,66116","75,96889","6,0312","12,32822",,475,
Seychelles,SYC,,"79,635475","93,22845","12,69363022","-8,64920646",100,"12020,0219","3,653807","81,53792","5,4615","15,20235",,146,
Syrian Arab Republic,SYR,"10,011",0,0,,"-3,87368169","89,0276184","537,211361","7,9","76,95919","6,1117","6,900076",,270006,"1,43"
Turks and Caicos Islands,TCA,,0,0,,"-26,7828769","99,4","20882,2613","11,44692","72,21666","7,0625","5,93031",,682,
Chad,TCD,"1,645","9,324125","38,062375","4,533199787","-1,60000674","10,8656769","643,772216","10,81642","72,70121","6,9136","6,082807",,9016,"1,55"
East Asia & Pacific (IDA & IBRD countries),TEA,"4,384423439","78,327","23,9771","51,35871124","1,299924814","98,1445791","8354,65294","3,880512","80,45209","5,5061","13,50994",,-113166,
Europe & Central Asia (IDA & IBRD countries),TEC,"7,163663981","88,79855","93,069775","76,12348175","-1,5550615","99,9509057","8439,66711","77,38895","61,76176","0,7750","4,911048",,80824,
Togo,TGO,"4,028","10,25335","90,871225","15,0659399","1,975742919","54,1275978","875,24541","66,83714","62,76172","0,2685","2,822189",,-995,"2,8"
Thailand,THA,"1,1","19,317675",0,"48,01493073","-6,06692597",100,"7001,78541",5,"80,08088","8,7499","8,529126",,35526,"6,04"
Tajikistan,TJK,"7,485",0,"72,909675",,"4,4","99,5057449","852,33023","22,01385","73,3797","4,3043","9,463536",662,-3564,"1,94"
Turkmenistan,TKM,"4,799",0,0,"14,34871006","-3,4",100,"7297,18004","42,08931","70,82203","3,2985","9,095287",,-4502,"1,72"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"10,35544904","77,196425","93,650125","54,58723068","-6,35000522","98,1131138","7136,21474","80,97059","61,00629","0,7986","16,37348",,-150854,
Timor-Leste,TLS,"4,804","58,293075","92,58815",,"31,91448862","96,0023727","1660,30831","60,66823","65,1059","0,3779","4,832523",,-3506,"7,06"
Middle East & North Africa (IDA & IBRD countries),TMN,"11,27290051","69,407875","92,9749","38,50394058","-3,17870793","96,7342401","3118,86051","67,53237","63,74893","0,5172","7,642384",,-55547,
Tonga,TON,"2,654","20,518675","21,485375","20,23705864","0,488645323","99,8634949","4605,97088","9,913897","76,72291","6,6839","5,702396",,-948,
South Asia (IDA & IBRD),TSA,"9,253801146","59,429325","87,677675","25,02907944","-4,66148641","96,1949615","1853,89309","16,4","73,03847","2,2106","2,664884",,-302152,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"6,627844888","35,18745",0,"9,561610222","-2,00443452","48,4818374","1488,7955","16,25205","72,8363","2,1125","2,558251",,-148716,
Trinidad and Tobago,TTO,"4,21",0,0,,"-7,67833118",100,"13871,7982","16,50527","72,92795","2,2219","2,616439",,2370,"7,16"
Tunisia,TUN,"16,373",0,0,"33,13193893","-8,81787877","99,9","3497,73323","62,97036","64,63474","0,3271","4,375962",1777,-9189,"6,59"
Turkiye,TUR,"13,11","64,7881","69,14575","118,8836823","1,940032245",100,"8561,06433","42,30471","70,76382","3,2642","9,455612",10378,-80952,"4,48"
Tuvalu,TUV,,"48,741325","39,3838",,"-4,27483167","99,4254761","4674,90909","69,2","62,95453","0,2693","4,145968",,-15,
Tanzania,TZA,"2,78","18,759825","62,103575","7,508979797","1,991964606","39,9","1104,16443","45,1","68,5519","1,5461","18,35117",,-15795,"5,1"
Uganda,UGA,"4,511",0,0,,"2,951306422","42,1394768","846,881199","22,1","72,94977","5,0338","133,1122",,43465,"4,94"
Ukraine,UKR,"9,48",0,0,"82,13459778","-3,7528041",100,"3751,7373","24,11609","72,1727","3,3291","123,047","21625,9",-2173,"5,81"
Upper middle income,UMC,"6,520563778","82,428625","95,423425","57,51821899","-0,64532995","99,1786414","8649,36556","24,26401","72,14638","3,3683","123,3346",,596612,
Uruguay,URY,"10,33","63,2747","74,6078","64,93321991","-6,26297682",100,"15650,4994","36,05636","71,64919","3,6038","9,896284",1498,-1486,"8,61"
United States,USA,"8,05","68,97625","70,899225","87,56765747","-2,76780251",100,"63528,6343","6,2","77,46352","13,0888","8,480048","148749,6868",675560,"7,92"
Uzbekistan,UZB,"5,29","67,3511","95,1061","16,28178406","1,995585078",100,"1759,30747",..,..,..,..,4732,-39203,"2,12"
St. Vincent and the Grenadines,VCT,"20,55","88,624675","69,99775",,"-3,73939309",100,"8306,36758","6,737672","78,89839","7,7146","7,92571",,-379,
"Venezuela, RB",VEN,"7,53","55,275575","66,7443",,,"99,9163208",,"45,65748","68,25557","5,6106","1,21895",,-525142,"2,76"
British Virgin Islands,VGB,,"56,5526",0,,,100,,"23,91365","69,36492","0,8485",..,,272,
Virgin Islands (U.S.),VIR,"13,255",0,0,,"-2,14700682",100,"39552,1686","4,743898","80,00448","8,5517","9,04286",,0,
Viet Nam,VNM,"2,1",0,0,,"2,865411946","99,8","3586,3473","78,70145","60,24953","0,4770","4,749498",3159,-2016,"2,94"
Vanuatu,VUT,"2,017","12,236125","19,960275",,"-4,99249143","67,299057","2917,75685","40,74586","69,08257","5,1101","1,134918",,-197,
World,WLD,"6,89827321","66,00255","89,3152","39,78940964","-3,07222549","90,4836287","10895,7352","38,8","69,74833","1,3378","46,21314",,0,
Samoa,WSM,"9,793","42,75635","94,92015","16,38685226","-3,10844401",100,"4042,72271","38,84649","69,74833","1,3378","46,21314",,-1060,
Kosovo,XKX,,0,0,,"-5,3402753",,"4310,93298","75,1","60,84889","0,6609","3,362573",,-15050,
"Yemen, Rep.",YEM,"13,575","11,897725","21,0414",,,"73,8534622","583,875663","75,11592","60,84749","0,6604","3,362573",,-86100,"1,95"
South Africa,ZAF,"24,34","40,61765","42,84185","25,12968063","-6,34247115",90,"5741,64125","75,1134","60,84889","0,6609","3,362573",20953,30852,"7,05"
Zambia,ZMB,"6,03",0,"20,791875",,"-2,78505507","44,6040688","956,831747",12,"75,1392","5,9224","6,097932",,9015,"4,86"
Zimbabwe,ZWE,"7,898",0,0,"9,723605156","-7,81695065","52,7476675","1372,69667","38,7","72,24382","4,2919","9,109511",3120,-29955,"3,16"
