Country Name,Country Code,"Unemployment, total (% of total labor force) (modeled ILO estimate)","School enrollment, secondary (% net)","School enrollment, primary (% net)","School enrollment, tertiary (% gross)",World Development Indicators,Access to electricity (% of population),GDP per capita (current US$),"Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total(years)",CO2 emissions (metric tons per capita),"Annual freshwater withdrawals, total (% of internal resources)",Rail lines (total route-km),Net migration,Democracy index
French Polynesia,PYF,"11,975",,,,"4,29",100,"19743,959","43,2","68,916","10,7017","2053,822",,-1046,
Qatar,QAT,"0,14",,"93,5472","16,77743912","-1,5",100,"59407,698",5,"76,702",..,..,,46900,"3,19"
Romania,ROU,"4,93","82,8481","82,2284","50,51081848","8,2",100,"10727,9717","24,3","64,148","0,7111",..,10766,-58735,"6,44"
Russian Federation,RUS,"5,21","90,6789","95,0961","82,772789","1,83",100,"10720,332","50,2","62,115","0,1289","1,633333",85545,350105,"3,17"
Rwanda,RWA,"11,88",,"96,9315","7,059080124","3,94","34,1","756,547605","8,9","71,78098","3,9022","19,42831",,-5169,"3,19"
South Asia,SAS,"6,998482765","60,2001","87,6074","22,90862083","6,53","91,6674212","1887,85739","7,2","79,504","21,1655",1630,,-2181786,
Saudi Arabia,SAU,"5,89","90,557","95,1862","69,60610962","-0,1","99,97","20910,483","4,4","81,2561","5,5533","5,806207",2620,282947,"1,93"
Sudan,SDN,"17,501",,"60,0053",,"0,71","52,9681206","3188,76929","6,6","78,53902","14,8233","15,76991",,189497,"2,15"
Senegal,SEN,"4,08","37,6686","75,3821","11,77353001","7,41","61,7","1385,19921","7,9","77,625","1,7836","3,969631",,-20576,"6,15"
Singapore,SGP,"4,2","99,7846","99,6696","84,79290771","4,54",100,"61164,8974",17,"71,01","3,3873","360,4651",,35449,"6,32"
Solomon Islands,SLB,"0,698",,"69,5211",,"3,08","62,9","2283,57894",26,"69,71","0,4858",..,,-1603,
Sierra Leone,SLE,"3,561","38,3314",,,"3,75","23,4","484,456116","24,2","71,943","4,5737","2,810075",,1234,"4,66"
El Salvador,SLV,"4,39","60,1806","80,2336","27,46780014","2,25","96,8","3986,04901","21,5","73,963","2,4446","22,77614",,-50616,"6,43"
San Marino,SMR,,,,,"0,26",100,"44885,5178",..,"79,36829",..,..,,302,
Somalia,SOM,"18,975",,,,"2,35","52,1","377,349072","17,1","74,833",..,"35,46798",,38067,
Serbia,SRB,"13,48","92,4564","95,1774","65,65618134","2,1",100,"6292,54655","60,3","65,957","0,3224","169,7619",3736,4465,"6,41"
Sub-Saharan Africa (excluding high income),SSA,"5,914793048","35,2877",,"9,146069527","2,44","43,6734735","1602,20823","64,2","62,12","0,3937","1,9601",,-544157,
South Sudan,SSD,"12,26",,,,,"4,2",,"56,2","60,709","0,6631","27,23491",,-672697,
Sub-Saharan Africa,SSF,"5,914793048","35,2906",,"9,146670341","2,44","43,6785479","1603,5018","65,09105","62,92239","0,9339","4,881813",,-543898,
Small states,SST,"8,874257611","58,131","85,8228","20,03179932","1,08","79,1820016","11855,7989","104,627","56,88845","0,4652","1,612629",,61551,
Sao Tome and Principe,STP,"13,911",,"93,0763",,"3,85","74,27","1805,52465","36,90507","71,4296","4,3507","203,7255",,-1775,
Suriname,SUR,"7,91",,"86,0732",,"1,57","96,6318588","6112,88291","18,33733","72,60089","4,9720","1,083723",,-948,"6,76"
Slovak Republic,SVK,"8,13","84,7575","83,0932","49,12561035","2,94",100,"17585,197","5,317168","76,94744","6,6584","13,29409","3626,441",3542,"7,16"
Slovenia,SVN,"6,56","95,6858","98,2629","79,2703476","4,82",100,"23514,0255","37,36777","70,54206","2,2172","15,68099","1209,05",7460,"7,5"
Sweden,SWE,"6,72",,"99,1818","70,43424988","2,57",100,"53791,5087","15,4","76,2124","5,9601","12,3477",9684,80765,"9,39"
Eswatini,SWZ,"22,731",,"82,5236",,"2,03","73,5","3824,04678","16,04124","75,38591","5,5784","12,71815",,-10127,"3,03"
Sint Maarten (Dutch part),SXM,,,,"4,195280075","-5,8",100,"29369,0568","16,00752","75,41573","5,6212","12,71657",,-50,
Seychelles,SYC,,"79,6423","92,0271","16,49002075","2,78",100,"15961,2417","3,82327","81,93453","6,6214","15,36572",,259,
Syrian Arab Republic,SYR,"8,747",,,,"-0,7","89,6331406","862,319064","8,7","77,77863","6,7331","6,899242",,-293599,"1,43"
Turks and Caicos Islands,TCA,,,,"11,84465981","-2,5",100,"25659,1959","12,67783","73,40792","7,1449","5,856972",,1425,
Chad,TCD,"1,127",,,,-3,"10,9","662,897473","11,97602","73,8892","7,0655","6,04605",,16916,"1,5"
East Asia & Pacific (IDA & IBRD countries),TEA,"3,931049431","78,1446",,"44,77209091","6,71","98,1180118","7228,8011","4,148324","80,9326","6,5711","13,81813",,-217660,
Europe & Central Asia (IDA & IBRD countries),TEC,"7,059054838","88,9612","92,3053","70,85897827","4,29","99,92554","8532,08643","83,52","61,65654","0,9137","4,631144",,-288666,
Togo,TGO,"3,74","41,0134","90,9158","12,52330017","4,35",48,"814,419838","73,39168","62,54976","0,2758","2,782292",,-1997,"3,05"
Thailand,THA,"0,83",,,"48,85915375","4,18","99,9","6436,78965","5,3","80,68228","9,9555","8,602481",4092,44063,"4,63"
Tajikistan,TJK,"6,949",,"98,287","31,11407089","7,1","99,3","844,36525","24,01883","73,64122","4,2922","9,502444",620,-13082,"1,93"
Turkmenistan,TKM,"4,171",,,,"6,5",100,"6354,53283","43,96597","71,04398","3,3282","9,143188",7680,-9616,"1,72"
Latin America & the Caribbean (IDA & IBRD countries),TLA,"8,147702389","77,2851","93,7201","51,51371002","1,98","97,6657036","9052,33128","87,74904","60,87712","0,8604","16,97279",,-207999,
Timor-Leste,TLS,"4,749","60,615","93,7026",,"-3,1","79,5406647","1283,52588","66,35031","64,87273","0,3866","4,749873",,-5412,"7,19"
Middle East & North Africa (IDA & IBRD countries),TMN,"11,94734939","69,7935","93,0563","37,78763962","3,14","97,2092034","3773,13678","73,65559","63,54284","0,5443","7,725772",,-667613,
Tonga,TON,"2,074",,,,"3,32","98,2098312","4367,25563","10,90992","76,40034","6,3751","5,829709",,-2106,
South Asia (IDA & IBRD),TSA,"6,998482765","60,2001","87,6074","22,90862083","6,53","91,6674212","1887,85739","17,8","74,73349","2,6601","2,599968",,-2181786,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"5,914793048","35,2906",,"9,146670341","2,44","43,6785479","1603,5018","17,67937","74,64282","2,4860","2,482841",,-543898,
Trinidad and Tobago,TTO,"3,309",,,,"-4,7",100,"16094,6668","17,93266","74,65535","2,6807","2,551311",,1446,"7,04"
Tunisia,TUN,"15,33",,,"31,01753044","2,24",100,"3569,71884","68,95074","64,41447","0,3400","4,338485",2165,-22368,"6,32"
Turkiye,TUR,"10,82","87,2282","87,9001","110,5340729","7,5",100,"10464,0078","44,21591","70,96822","3,2768","9,500653",10207,-252010,"4,88"
Tuvalu,TUV,,,,,"2,45","98,7211838","4181,43757","75,7","62,62371","0,2916","4,067051",,-155,
Tanzania,TZA,"2,168","24,5525","83,5804",,"6,77","32,097023","975,924561","49,5","68,69523","1,6242","18,50109",2701,101235,"5,47"
Uganda,UGA,"3,64",,,,"3,13","32,3853493","766,177604","23,3","73,60974","5,4963","126,8506",,92876,"5,09"
Ukraine,UKR,"9,5",,,"80,19902039","2,36",100,"2638,32544","25,27914","72,767","3,6313","116,8483","21625,9",-50447,"5,69"
Upper middle income,UMC,"5,739183886","82,1246","95,3194","50,99995041","5,22","99,1450919","8335,15812","25,41119","72,74323","3,6731","117,1422",,250831,
Uruguay,URY,"7,89","88,2127","99,3775","59,75188828","1,74","99,8","18995,397","37,81985","71,86572","3,5979","9,949113",1498,-3090,"8,12"
United States,USA,"4,36","92,4502","94,6263","88,16738892","2,24",100,"59907,7543","6,5","78,87248","14,8938","8,480048",150966,1377630,"7,98"
Uzbekistan,UZB,"5,83","90,8564","96,2694","8,847958565","4,4","99,9721069","1916,76463",..,..,..,..,4642,-48561,"1,95"
St. Vincent and the Grenadines,VCT,"19,028","90,4726","93,5844",,"1,55","99,9655151","7996,65623","7,331864","79,92966","8,8669","7,932302",,-847,
"Venezuela, RB",VEN,"5,05","73,2448","87,3917",,,"99,2",,"49,89808","68,37726","6,1773","1,386074",,-817764,"3,87"
British Virgin Islands,VGB,,"68,1081",,,,100,,"24,88147","69,11886","1,1273",..,,281,
Virgin Islands (U.S.),VIR,"12,053",,,,"-0,7",100,"35365,0693","4,991761","80,58369","9,7730","9,126923",,-471,
Viet Nam,VNM,"1,87",,,,"6,94",100,"2992,07175","85,56709","59,95061","0,5026","4,324704",2367,-3847,"3,08"
Vanuatu,VUT,"1,71",,,,"6,32","62,8","3032,19702","44,27605","69,1806","5,6531","1,22868",,-403,
World,WLD,"5,873643767","66,1964","89,2619","37,551651","3,39","89,0195481","10746,8563","44,6","69,97929","1,4539","46,73681",,0,
Samoa,WSM,"9,4",,"94,4679","12,58715248","1,41","96,8","4261,64051","44,69004","69,97929","1,4539","46,73681",,-2824,
Kosovo,XKX,,,,,"4,83",,"4009,35604",82,"60,47714","0,7439","3,283787",,-33495,
"Yemen, Rep.",YEM,"13,25",,,,"-5,1","79,2","893,716573","81,90456","60,47589","0,7435","3,283787",,-39672,"2,07"
South Africa,ZAF,"23,99","71,9266","87,0126","21,41712952","1,16","84,4","6734,47515","81,90147","60,47714","0,7439","3,283787",20953,-10681,"7,24"
Zambia,ZMB,"8,52",,"83,1675",,"3,5","40,3","1495,75214","12,8","75,35373","5,7692","6,107143",1248,20268,"5,68"
Zimbabwe,ZWE,"6,279",,,"8,542076111","4,08","43,9790649","1192,10701","40,6","72,54278","4,5773","9,160457",,-59918,"3,16"
